concurrency,requests,warmup_requests,wall_seconds,mean_output_tokens,requests_per_second,latency_mean_seconds,ttft_p50_seconds,ttft_p95_seconds,latency_p50_seconds,latency_p95_seconds,output_tokens_per_second,usage_reported_for_all
1,8,8,0.2966758299999128,6.0,26.965459235429968,0.03699124999997139,0.012478203499995288,0.01260069114991893,0.03513215699990724,0.05124665234989152,161.7927554125798,True
4,8,8,0.10598236300029384,6.0,75.4842576965171,0.04818586662497637,0.023794183500058352,0.025242370999853846,0.04513842649998878,0.06309690600005524,452.9055461791026,True
